Press-Register
The Tuscaloosa News
Opelika-Auburn News
Daily Mountain Eagle
WBMA (ABC 33/40)
WVTM 13 (NBC)
WTVM (ABC 9)
CBS 42 (WIAT)
WKRG News 5
WBHM 90.3 FM
WUAL 91.5 FM
AL.com
Yellowhammer News
1819 News
Anchorage Daily News
Juneau Empire
Fairbanks Daily News-Miner
Ketchikan Daily News
Peninsula Clarion
Chilkat Valley News
KTUU-TV (NBC)
KAUU (CBS/MyNetworkTV)
KTVA (CBS)
KTOO-TV
Alaska Public Media
KTOO 104.3 FM
KYUK 640 AM
Alaska Beacon
Anchorage Press
Alaska News Nightly
The Arizona Republic
Arizona Daily Star
East Valley Tribune
Arizona Capitol Times
Phoenix New Times
ABC15 Arizona (KNXV)
12 News (KPNX)
FOX 10 Phoenix (KSAZ)
AZPM News (KUAT)
KTAR News 92.3 FM
KJZZ 91.5 FM
La Campesina 88.3 FM
AZCentral.com
Tucson Sentinel
Arizona Mirror
Arkansas Democrat-Gazette
Northwest Arkansas Democrat-Gazette
Arkansas Times
KATV (ABC 7)
KARK (NBC 4)
KLRT (FOX 16)
KNWA (NBC 51)
KAIT (ABC/NBC/CW 8)
KUAR 89.1 FM
KARN News Radio 102.9 FM
Talk Business & Politics
Arkansas Business
Los Angeles Times
San Francisco Chronicle
The Sacramento Bee
The San Diego Union-Tribune
The Mercury News
KTLA 5
KPIX 5 (CBS)
KCRA 3 (NBC)
KNSD (NBC 7)
KTVU Fox 2
KNX 1070 NewsRadio
KCBS All News 106.9 FM
KQED 88.5 FM
KPCC 89.3 FM
KCRW 89.9 FM
CalMatters
LAist
SFGATE
Voice of San Diego
Berkeleyside
The Denver Post
The Colorado Sun
Boulder Daily Camera
The Gazette
The Durango Herald
9NEWS (KUSA)
CBS Colorado (KCNC)
Denver7 (KMGH)
FOX31 Denver (KDVR)
KRDO NewsChannel 13
Colorado Public Radio (CPR)
KOA NewsRadio 850 AM
KUNC 91.5 FM
KBCO 97.3 FM
KGNU 88.5 FM
Colorado Politics
Westword
Denverite
The Colorado Independent
OutThere Colorado
Hartford Courant
New Haven Register
The Day
Connecticut Post
The News-Times
NBC Connecticut (WVIT)
WFSB Channel 3
FOX 61 (WTIC)
News 12 Connecticut
WTNH News 8
Connecticut Public Radio
WTIC NewsTalk 1080
WSHU Public Radio
WNPR 90.5 FM
WICC 600 AM
CT Mirror
CT News Junkie
Patch Connecticut
New Haven Independent
CT Examiner
The News Journal
Delaware State News
The Delaware Wave
6abc Action News
WMDT 47abc
WHYY-TV
Delaware Public Media
WDEL 1150 AM
WDDE 91.1 FM
Delaware Online
Delaware LIVE News
First State Update
Milford LIVE!
DETV
Miami Herald
Tampa Bay Times
Orlando Sentinel
Sun Sentinel
The Palm Beach Post
WPLG Local 10
WTVT Fox 13
WESH 2 News
WJXT News4JAX
WINK News
WLRN 91.3 FM
WUSF 89.7 FM
WMFE 90.7 FM
WJCT 89.9 FM
WGCU 90.1 FM
Florida Politics
Florida Today
Creative Loafing Tampa Bay
Orlando Weekly
Miami New Times
The Atlanta Journal-Constitution
Savannah Morning News
The Augusta Chronicle
The Telegraph
Athens Banner-Herald
WSB-TV Channel 2
11Alive (WXIA-TV)
FOX 5 Atlanta (WAGA-TV)
CBS46 (WGCL-TV)
WTOC-TV
WSB Radio 95.5 FM/750 AM
Georgia Public Broadcasting (GPB)
WABE 90.1 FM
WRAS 88.5 FM
WCLK 91.9 FM
Georgia Public Broadcasting News
Atlanta Intown
SaportaReport
The Current
Georgia Recorder
Honolulu Star-Advertiser
The Maui News
Hawaii Tribune-Herald
West Hawaii Today
The Garden Island
KHON2
Hawaii News Now
KITV4 Island News
KHII
KFVE
Hawai‘i Public Radio
KSSK AM 590 / FM 92.3
KHVH News Radio 830 AM
KINE FM 105.1
KKCR 90.9 FM
Honolulu Civil Beat
Big Island Now
Maui Now
Kauai Now
Hawaii Free Press
Idaho Statesman
Idaho Press
The Spokesman-Review
Post Register
Lewiston Tribune
